"","Illumina.Probe.ID","Ensembl.Gene.ID","GeneSymbol_Human","Gene.Description","Chromosome","Gene.Start..bp.","Gene.End..bp.","Module"
"8694","ILMN_1724194","ENSG00000215440","NPEPL1","aminopeptidase-like 1 ","20"," 57,264,187 "," 57,294,294 ","none"
"8695","ILMN_1730539","ENSG00000113971","NPHP3","nephronophthisis 3 (adolescent) ","3"," 132,276,986 "," 132,441,303 ","none"
"8696","ILMN_1761058","ENSG00000113971","NPHP3","nephronophthisis 3 (adolescent) ","3"," 132,276,986 "," 132,441,303 ","none"
"8697","ILMN_1808417","ENSG00000131697","NPHP4","nephronophthisis 4 ","1"," 5,922,871 "," 6,052,533 ","none"
"8698","ILMN_1782070","ENSG00000135838","NPL","N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase) ","1"," 182,758,428 "," 182,799,519 ","none"
"8699","ILMN_1808898","ENSG00000159899","NPR2","natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B) ","9"," 35,792,151 "," 35,809,729 ","none"
"8700","ILMN_1733581","ENSG00000103148","NPRL3","nitrogen permease regulator-like 3 (S. cerevisiae) ","16"," 134,273 "," 188,859 ","none"
"8701","ILMN_2369580","ENSG00000103148","NPRL3","nitrogen permease regulator-like 3 (S. cerevisiae) ","16"," 134,273 "," 188,859 ","none"
"8702","ILMN_1704206","ENSG00000187258","NPSR1","neuropeptide S receptor 1 ","7"," 34,697,851 "," 34,917,944 ","none"
"8703","ILMN_1685608","ENSG00000106236","NPTX2","neuronal pentraxin II ","7"," 98,246,609 "," 98,259,180 ","none"
"8704","ILMN_1731062","ENSG00000122585","NPY","neuropeptide Y ","7"," 24,323,782 "," 24,331,484 ","none"
"8705","ILMN_1712918","ENSG00000124588","NQO2","NAD(P)H dehydrogenase, quinone 2 ","6"," 2,988,221 "," 3,019,996 ","none"
"8706","ILMN_1774382","ENSG00000120798","NR2C1","nuclear receptor subfamily 2, group C, member 1 ","12"," 95,414,005 "," 95,467,479 ","none"
"8707","ILMN_2135798","ENSG00000184162","NR2C2AP","nuclear receptor 2C2-associated protein ","19"," 19,312,219 "," 19,314,233 ","none"
"8708","ILMN_1738580","ENSG00000112333","NR2E1","nuclear receptor subfamily 2, group E, member 1 ","6"," 108,487,262 "," 108,510,013 ","none"
"8709","ILMN_2094294","ENSG00000112333","NR2E1","nuclear receptor subfamily 2, group E, member 1 ","6"," 108,487,262 "," 108,510,013 ","none"
"8710","ILMN_1745785","ENSG00000185551","NR2F2","nuclear receptor subfamily 2, group F, member 2 ","15"," 96,869,167 "," 96,883,492 ","none"
"8711","ILMN_2094360","ENSG00000185551","NR2F2","nuclear receptor subfamily 2, group F, member 2 ","15"," 96,869,167 "," 96,883,492 ","none"
"8712","ILMN_2389347","ENSG00000113580","NR3C1","nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor) ","5"," 142,657,496 "," 142,815,077 ","none"
"8713","ILMN_1661777","ENSG00000151623","NR3C2","nuclear receptor subfamily 3, group C, member 2 ","4"," 148,999,913 "," 149,365,850 ","none"
"8714","ILMN_1782305","ENSG00000153234","NR4A2","nuclear receptor subfamily 4, group A, member 2 ","2"," 157,180,944 "," 157,198,860 ","none"
"8715","ILMN_1658847","ENSG00000198435","NRARP","NOTCH-regulated ankyrin repeat protein ","9"," 140,194,083 "," 140,196,703 ","none"
"8716","ILMN_1775759","ENSG00000213281","NRAS","neuroblastoma RAS viral (v-ras) oncogene homolog ","1"," 115,247,090 "," 115,259,515 ","none"
"8717","ILMN_1719344","ENSG00000148572","NRBF2","nuclear receptor binding factor 2 ","10"," 64,893,050 "," 64,914,783 ","none"
"8718","ILMN_1670096","ENSG00000115216","NRBP1","nuclear receptor binding protein 1 ","2"," 27,650,657 "," 27,665,126 ","none"
"8719","ILMN_1722809","ENSG00000091129","NRCAM","neuronal cell adhesion molecule ","7"," 107,788,068 "," 108,097,161 ","none"
"8720","ILMN_2374076","ENSG00000119720","NRDE2","NRDE-2, necessary for RNA interference, domain containing ","14"," 90,742,580 "," 90,798,481 ","none"
"8721","ILMN_1680738","ENSG00000134986","NREP","neuronal regeneration related protein ","5"," 110,998,318 "," 111,333,161 ","none"
"8722","ILMN_1718629","ENSG00000180530","NRIP1","nuclear receptor interacting protein 1 ","21"," 16,333,556 "," 16,437,321 ","none"
"8723","ILMN_1664607","ENSG00000053702","NRIP2","nuclear receptor interacting protein 2 ","12"," 2,934,514 "," 2,944,710 ","none"
"8724","ILMN_1687392","ENSG00000123572","NRK","Nik related kinase ","X"," 105,066,536 "," 105,202,602 ","none"
"8725","ILMN_2338722","ENSG00000021645","NRXN3","neurexin 3 ","14"," 78,708,734 "," 80,330,762 ","none"
"8726","ILMN_1694259","ENSG00000164346","NSA2","NSA2 ribosome biogenesis homolog (S. cerevisiae) ","5"," 74,062,817 "," 74,072,737 ","none"
"8727","ILMN_2103295","ENSG00000164346","NSA2","NSA2 ribosome biogenesis homolog (S. cerevisiae) ","5"," 74,062,817 "," 74,072,737 ","none"
"8728","ILMN_1686136","ENSG00000165671","NSD1","nuclear receptor binding SET domain protein 1 ","5"," 176,560,026 "," 176,727,216 ","none"
"8729","ILMN_1692163","ENSG00000147383","NSDHL","NAD(P) dependent steroid dehydrogenase-like ","X"," 151,999,511 "," 152,038,273 ","none"
"8730","ILMN_1657624","ENSG00000088833","NSFL1C","NSFL1 (p97) cofactor (p47) ","20"," 1,422,807 "," 1,448,417 ","none"
"8731","ILMN_2366719","ENSG00000088833","NSFL1C","NSFL1 (p97) cofactor (p47) ","20"," 1,422,807 "," 1,448,417 ","none"
"8732","ILMN_1844862","ENSG00000117697","NSL1","NSL1, MIS12 kinetochore complex component ","1"," 212,899,495 "," 212,965,124 ","none"
"8733","ILMN_1716596","ENSG00000035681","NSMAF","neutral sphingomyelinase (N-SMase) activation associated factor ","8"," 59,496,063 "," 59,572,403 ","none"
"8734","ILMN_1693210","ENSG00000156831","NSMCE2","non-SMC element 2, MMS21 homolog (S. cerevisiae) ","8"," 126,103,921 "," 126,379,362 ","none"
"8735","ILMN_1679134","ENSG00000107672","NSMCE4A","non-SMC element 4 homolog A (S. cerevisiae) ","10"," 123,716,603 "," 123,734,732 ","none"
"8736","ILMN_1680129","ENSG00000037474","NSUN2","NOP2/Sun RNA methyltransferase family, member 2 ","5"," 6,599,352 "," 6,633,404 ","none"
"8737","ILMN_1676280","ENSG00000178694","NSUN3","NOP2/Sun domain family, member 3 ","3"," 93,781,760 "," 93,847,389 ","none"
"8738","ILMN_1716004","ENSG00000117481","NSUN4","NOP2/Sun domain family, member 4 ","1"," 46,805,849 "," 46,830,824 ","none"
"8739","ILMN_1688070","ENSG00000223705","NSUN5P1","NOP2/Sun domain family, member 5 pseudogene 1 ","7"," 75,039,605 "," 75,046,066 ","none"
"8740","ILMN_1682165","ENSG00000076685","NT5C2","5'-nucleotidase, cytosolic II ","10"," 104,845,940 "," 104,953,056 ","none"
"8741","ILMN_1675617","ENSG00000205309","NT5M","5',3'-nucleotidase, mitochondrial ","17"," 17,206,649 "," 17,250,977 ","none"
"8742","ILMN_1815552","ENSG00000157045","NTAN1","N-terminal asparagine amidase ","16"," 15,131,710 "," 15,149,921 ","none"
"8743","ILMN_1809364","ENSG00000185652","NTF3","neurotrophin 3 ","12"," 5,541,278 "," 5,630,702 ","none"
"8744","ILMN_2227968","ENSG00000065057","NTHL1","nth endonuclease III-like 1 (E. coli) ","16"," 2,089,816 "," 2,097,867 ","none"
"8745","ILMN_1798379","ENSG00000182667","NTM","neurotrimin ","11"," 131,240,373 "," 132,206,716 ","none"
"8746","ILMN_1776598","ENSG00000148335","NTMT1","N-terminal Xaa-Pro-Lys N-methyltransferase 1 ","9"," 132,371,163 "," 132,398,209 ","none"
"8747","ILMN_2170515","ENSG00000148335","NTMT1","N-terminal Xaa-Pro-Lys N-methyltransferase 1 ","9"," 132,371,163 "," 132,398,209 ","none"
"8748","ILMN_1873621","ENSG00000065320","NTN1","netrin 1 ","17"," 8,924,859 "," 9,147,317 ","none"
"8749","ILMN_1727778","ENSG00000162631","NTNG1","netrin G1 ","1"," 107,682,629 "," 108,026,080 ","none"
"8750","ILMN_2189371","ENSG00000162631","NTNG1","netrin G1 ","1"," 107,682,629 "," 108,026,080 ","none"
"8751","ILMN_1806448","ENSG00000196358","NTNG2","netrin G2 ","9"," 135,037,334 "," 135,119,921 ","none"
"8752","ILMN_1687967","ENSG00000140538","NTRK3","neurotrophic tyrosine kinase, receptor, type 3 ","15"," 88,402,982 "," 88,799,999 ","none"
"8753","ILMN_1734893","ENSG00000140538","NTRK3","neurotrophic tyrosine kinase, receptor, type 3 ","15"," 88,402,982 "," 88,799,999 ","none"
"8754","ILMN_1764690","ENSG00000133636","NTS","neurotensin ","12"," 86,268,073 "," 86,276,770 ","none"
"8755","ILMN_1778831","ENSG00000101188","NTSR1","neurotensin receptor 1 (high affinity) ","20"," 61,340,189 "," 61,394,123 ","none"
"8756","ILMN_1689342","ENSG00000103274","NUBP1","nucleotide binding protein 1 ","16"," 10,837,643 "," 10,863,208 ","none"
"8757","ILMN_1680692","ENSG00000069275","NUCKS1","nuclear casein kinase and cyclin-dependent kinase substrate 1 ","1"," 205,681,947 "," 205,719,404 ","none"
"8758","ILMN_1678745","ENSG00000120526","NUDCD1","NudC domain containing 1 ","8"," 110,253,148 "," 110,346,614 ","none"
"8759","ILMN_1654068","ENSG00000106268","NUDT1","nudix (nucleoside diphosphate linked moiety X)-type motif 1 ","7"," 2,281,857 "," 2,290,781 ","none"
"8760","ILMN_2330243","ENSG00000106268","NUDT1","nudix (nucleoside diphosphate linked moiety X)-type motif 1 ","7"," 2,281,857 "," 2,290,781 ","none"
"8761","ILMN_1669788","ENSG00000183828","NUDT14","nudix (nucleoside diphosphate linked moiety X)-type motif 14 ","14"," 105,639,275 "," 105,647,660 ","none"
"8762","ILMN_1735415","ENSG00000168101","NUDT16L1","nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1 ","16"," 4,743,695 "," 4,745,860 ","none"
"8763","ILMN_1778347","ENSG00000164978","NUDT2","nudix (nucleoside diphosphate linked moiety X)-type motif 2 ","9"," 34,329,504 "," 34,343,709 ","none"
"8764","ILMN_2349444","ENSG00000164978","NUDT2","nudix (nucleoside diphosphate linked moiety X)-type motif 2 ","9"," 34,329,504 "," 34,343,709 ","none"
"8765","ILMN_1743582","ENSG00000149761","NUDT22","nudix (nucleoside diphosphate linked moiety X)-type motif 22 ","11"," 63,993,413 "," 63,998,158 ","none"
"8766","ILMN_1665192","ENSG00000170917","NUDT6","nudix (nucleoside diphosphate linked moiety X)-type motif 6 ","4"," 123,813,730 "," 123,844,123 ","none"
"8767","ILMN_1780659","ENSG00000170917","NUDT6","nudix (nucleoside diphosphate linked moiety X)-type motif 6 ","4"," 123,813,730 "," 123,844,123 ","none"
"8768","ILMN_2366972","ENSG00000170917","NUDT6","nudix (nucleoside diphosphate linked moiety X)-type motif 6 ","4"," 123,813,730 "," 123,844,123 ","none"
"8769","ILMN_1680239","ENSG00000170502","NUDT9","nudix (nucleoside diphosphate linked moiety X)-type motif 9 ","4"," 88,343,734 "," 88,380,606 ","none"
"8770","ILMN_2401761","ENSG00000170502","NUDT9","nudix (nucleoside diphosphate linked moiety X)-type motif 9 ","4"," 88,343,734 "," 88,380,606 ","none"
"8771","ILMN_2166686","ENSG00000083635","NUFIP1","nuclear fragile X mental retardation protein interacting protein 1 ","13"," 45,513,384 "," 45,563,618 ","none"
"8772","ILMN_2102693","ENSG00000108256","NUFIP2","nuclear fragile X mental retardation protein interacting protein 2 ","17"," 27,582,854 "," 27,621,136 ","none"
"8773","ILMN_1757085","ENSG00000137497","NUMA1","nuclear mitotic apparatus protein 1 ","11"," 71,713,910 "," 71,791,739 ","none"
"8774","ILMN_1705114","ENSG00000133961","NUMB","numb homolog (Drosophila) ","14"," 73,741,815 "," 73,930,348 ","none"
"8775","ILMN_1651538","ENSG00000105245","NUMBL","numb homolog (Drosophila)-like ","19"," 41,172,596 "," 41,196,877 ","none"
"8776","ILMN_1815924","ENSG00000111581","NUP107","nucleoporin 107kDa ","12"," 69,080,514 "," 69,136,785 ","none"
"8777","ILMN_1705907","ENSG00000124789","NUP153","nucleoporin 153kDa ","6"," 17,615,269 "," 17,706,656 ","none"
"8778","ILMN_1673962","ENSG00000155561","NUP205","nucleoporin 205kDa ","7"," 135,242,667 "," 135,333,505 ","none"
"8779","ILMN_1784467","ENSG00000132182","NUP210","nucleoporin 210kDa ","3"," 13,357,737 "," 13,461,809 ","none"
"8780","ILMN_1666049","ENSG00000126883","NUP214","nucleoporin 214kDa ","9"," 134,000,948 "," 134,110,057 ","none"
"8781","ILMN_1771903","ENSG00000075188","NUP37","nucleoporin 37kDa ","12"," 102,467,967 "," 102,513,902 ","none"
"8782","ILMN_1661432","ENSG00000120253","NUP43","nucleoporin 43kDa ","6"," 150,045,451 "," 150,070,801 ","none"
"8783","ILMN_1725612","ENSG00000093000","NUP50","nucleoporin 50kDa ","22"," 45,559,722 "," 45,583,892 ","none"
"8784","ILMN_1771835","ENSG00000138750","NUP54","nucleoporin 54kDa ","4"," 77,035,812 "," 77,069,668 ","none"
"8785","ILMN_2061405","ENSG00000138750","NUP54","nucleoporin 54kDa ","4"," 77,035,812 "," 77,069,668 ","none"
"8786","ILMN_2323491","ENSG00000213024","NUP62","nucleoporin 62kDa ","19"," 50,410,082 "," 50,433,020 ","none"
"8787","ILMN_1669635","ENSG00000125450","NUP85","nucleoporin 85kDa ","17"," 73,201,754 "," 73,231,853 ","none"
"8788","ILMN_2378316","ENSG00000139496","NUPL1","nucleoporin like 1 ","13"," 25,875,662 "," 25,923,938 ","none"
"8789","ILMN_1741597","ENSG00000185290","NUPR1L","nuclear protein, transcriptional regulator, 1-like ","7"," 56,182,374 "," 56,184,093 ","none"
"8790","ILMN_1726720","ENSG00000137804","NUSAP1","nucleolar and spindle associated protein 1 ","15"," 41,624,892 "," 41,673,248 ","none"
"8791","ILMN_1655046","ENSG00000102898","NUTF2","nuclear transport factor 2 ","16"," 67,880,635 "," 67,906,470 ","none"
"8792","ILMN_1707694","ENSG00000184923","NUTM2A","NUT family member 2A ","10"," 88,985,205 "," 88,996,665 ","none"
"8793","ILMN_1674787","ENSG00000188199","NUTM2B","NUT family member 2B ","10"," 81,462,983 "," 81,474,437 ","none"
"8794","ILMN_1712636","ENSG00000143748","NVL","nuclear VCP-like ","1"," 224,415,036 "," 224,518,089 ","none"
"8795","ILMN_1791226","ENSG00000167693","NXN","nucleoredoxin ","17"," 702,553 "," 883,010 ","none"
"8796","ILMN_1814924","ENSG00000144815","NXPE3","neurexophilin and PC-esterase domain family, member 3 ","3"," 101,498,046 "," 101,547,073 ","none"
"8797","ILMN_1677624","ENSG00000144227","NXPH2","neurexophilin 2 ","2"," 139,428,342 "," 139,537,918 ","none"
"8798","ILMN_1714000","ENSG00000182575","NXPH3","neurexophilin 3 ","17"," 47,653,220 "," 47,661,189 ","none"
"8799","ILMN_1804834","ENSG00000124596","OARD1","O-acyl-ADP-ribose deacylase 1 ","6"," 41,001,366 "," 41,065,526 ","none"
"8800","ILMN_1658247","ENSG00000089127","OAS1","2'-5'-oligoadenylate synthetase 1, 40/46kDa ","12"," 113,344,582 "," 113,369,990 ","none"
"8801","ILMN_2410826","ENSG00000089127","OAS1","2'-5'-oligoadenylate synthetase 1, 40/46kDa ","12"," 113,344,582 "," 113,369,990 ","none"
"8802","ILMN_1674811","ENSG00000135114","OASL","2'-5'-oligoadenylate synthetase-like ","12"," 121,458,095 "," 121,477,045 ","none"
"8803","ILMN_2068747","ENSG00000065154","OAT","ornithine aminotransferase ","10"," 126,085,872 "," 126,107,545 ","none"
"8804","ILMN_1681892","ENSG00000143450","OAZ3","ornithine decarboxylase antizyme 3 ","1"," 151,735,445 "," 151,743,808 ","none"
"8805","ILMN_1789186","ENSG00000107960","OBFC1","oligonucleotide/oligosaccharide-binding fold containing 1 ","10"," 105,642,300 "," 105,677,963 ","none"
"8806","ILMN_1748591","ENSG00000115758","ODC1","ornithine decarboxylase 1 ","2"," 10,580,094 "," 10,588,630 ","none"
"8807","ILMN_1671288","ENSG00000136811","ODF2","outer dense fiber of sperm tails 2 ","9"," 131,217,465 "," 131,263,239 ","none"
"8808","ILMN_1702073","ENSG00000122417","ODF2L","outer dense fiber of sperm tails 2-like ","1"," 86,814,344 "," 86,862,023 ","none"
"8809","ILMN_1787831","ENSG00000181781","ODF3L2","outer dense fiber of sperm tails 3-like 2 ","19"," 463,346 "," 474,983 ","none"
"8810","ILMN_1733869","ENSG00000105953","OGDH","oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide) ","7"," 44,646,171 "," 44,748,665 ","none"
"8811","ILMN_1677953","ENSG00000087263","OGFOD1","2-oxoglutarate and iron-dependent oxygenase domain containing 1 ","16"," 56,485,402 "," 56,513,012 ","none"
"8812","ILMN_1665289","ENSG00000181396","OGFOD3","2-oxoglutarate and iron-dependent oxygenase domain containing 3 ","17"," 80,347,099 "," 80,376,513 ","none"
"8813","ILMN_1697639","ENSG00000147162","OGT","O-linked N-acetylglucosamine (GlcNAc) transferase ","X"," 70,752,933 "," 70,795,747 ","none"
"8814","ILMN_1659820","ENSG00000138430","OLA1","Obg-like ATPase 1 ","2"," 174,937,175 "," 175,113,426 ","none"
"8815","ILMN_2110271","ENSG00000105088","OLFM2","olfactomedin 2 ","19"," 9,964,394 "," 10,047,228 ","none"
"8816","ILMN_2116877","ENSG00000102837","OLFM4","olfactomedin 4 ","13"," 53,602,894 "," 53,626,192 ","none"
"8817","ILMN_1776151","ENSG00000183801","OLFML1","olfactomedin-like 1 ","11"," 7,506,619 "," 7,532,608 ","none"
"8818","ILMN_1765557","ENSG00000162745","OLFML2B","olfactomedin-like 2B ","1"," 161,952,982 "," 161,993,644 ","none"
"8819","ILMN_1670079","ENSG00000162600","OMA1","OMA1 zinc metallopeptidase ","1"," 58,881,056 "," 59,012,474 ","none"
"8820","ILMN_1749846","ENSG00000127083","OMD","osteomodulin ","9"," 95,176,527 "," 95,186,743 ","none"
"8821","ILMN_1682301","ENSG00000183715","OPCML","opioid binding protein/cell adhesion molecule-like ","11"," 132,284,871 "," 133,402,414 ","none"
"8822","ILMN_1706845","ENSG00000079482","OPHN1","oligophrenin 1 ","X"," 67,262,186 "," 67,653,755 ","none"
"8823","ILMN_1711030","ENSG00000178814","OPLAH","5-oxoprolinase (ATP-hydrolysing) ","8"," 145,106,167 "," 145,118,735 ","none"
"8824","ILMN_2400926","ENSG00000125510","OPRL1","opiate receptor-like 1 ","20"," 62,711,526 "," 62,731,996 ","none"
"8825","ILMN_1689129","ENSG00000112038","OPRM1","opioid receptor, mu 1 ","6"," 154,331,631 "," 154,568,001 ","none"
"8826","ILMN_2381899","ENSG00000123240","OPTN","optineurin ","10"," 13,141,449 "," 13,180,291 ","none"
"8827","ILMN_1744109","ENSG00000221970","OR2A1","olfactory receptor, family 2, subfamily A, member 1 ","7"," 144,015,218 "," 144,016,150 ","none"
"8828","ILMN_1738976","ENSG00000170356","OR2A20P","olfactory receptor, family 2, subfamily A, member 20 pseudogene ","7"," 143,947,138 "," 143,950,050 ","none"
"8829","ILMN_1748802","ENSG00000204703","OR2B3","olfactory receptor, family 2, subfamily B, member 3 ","6"," 29,053,985 "," 29,055,090 ","none"
"8830","ILMN_1812980","ENSG00000204657","OR2H2","olfactory receptor, family 2, subfamily H, member 2 ","6"," 29,555,683 "," 29,556,745 ","none"
"8831","ILMN_1758356","ENSG00000203664","OR2W5","olfactory receptor, family 2, subfamily W, member 5 ","1"," 247,654,370 "," 247,655,710 ","none"
"8832","ILMN_2178509","ENSG00000171944","OR52A5","olfactory receptor, family 52, subfamily A, member 5 ","11"," 5,152,922 "," 5,153,872 ","none"
"8833","ILMN_1674659","ENSG00000180919","OR56B4","olfactory receptor, family 56, subfamily B, member 4 ","11"," 6,128,914 "," 6,130,065 ","none"
"8834","ILMN_1768161","ENSG00000181761","OR8H3","olfactory receptor, family 8, subfamily H, member 3 ","11"," 55,889,849 "," 55,890,787 ","none"
"8835","ILMN_1724148","ENSG00000182500","ORAI1","ORAI calcium release-activated calcium modulator 1 ","12"," 122,064,455 "," 122,080,583 ","none"
"8836","ILMN_1652928","ENSG00000160991","ORAI2","ORAI calcium release-activated calcium modulator 2 ","7"," 102,073,553 "," 102,097,268 ","none"
"8837","ILMN_1736628","ENSG00000175938","ORAI3","ORAI calcium release-activated calcium modulator 3 ","16"," 30,960,387 "," 30,967,782 ","none"
"8838","ILMN_1762549","ENSG00000149716","ORAOV1","oral cancer overexpressed 1 ","11"," 69,467,844 "," 69,490,184 ","none"
"8839","ILMN_2061452","ENSG00000115942","ORC2","origin recognition complex, subunit 2 ","2"," 201,773,696 "," 201,828,403 ","none"
"8840","ILMN_1784946","ENSG00000135336","ORC3","origin recognition complex, subunit 3 ","6"," 88,299,839 "," 88,377,169 ","none"
"8841","ILMN_1740083","ENSG00000115947","ORC4","origin recognition complex, subunit 4 ","2"," 148,691,732 "," 148,779,147 ","none"
"8842","ILMN_1731070","ENSG00000091651","ORC6","origin recognition complex, subunit 6 ","16"," 46,723,555 "," 46,732,306 ","none"
"8843","ILMN_1698406","ENSG00000128699","ORMDL1","ORM1-like 1 (S. cerevisiae) ","2"," 190,635,049 "," 190,649,097 ","none"
"8844","ILMN_2045975","ENSG00000128699","ORMDL1","ORM1-like 1 (S. cerevisiae) ","2"," 190,635,049 "," 190,649,097 ","none"
